Name,Aa-T,Aa-A,Aa-EN,Aa-RI,Aa-VE,Aa-CR,Aa-MO,Aa-MMt,Ab-T,Ab-A,Ab-EN,Ab-RI,Ab-VE,Ab-CR,Ab-MO,Ab-MMt,Ba-T,Ba-A,Ba-EN,Ba-RI,Ba-VE,Ba-CR,Ba-MO,Ba-MMt,Bb-T,Bb-A,Bb-EN,Bb-RI,Bb-VE,Bb-CR,Bb-MO,Bb-MMt,O-2p,M-oct,M-tetra,Hybri(O-Moct),Hybri(O-Mtet),weak-hybri
MnMn2O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.604,-0.716,-0.194,1.888,2.41,2.41
[Li0.25Mn0.75]Mn2O4,Li,0.25,0.98,90,1,2.05,0.217,6.647,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.638,-0.26,0.081,2.378,2.719,2.719
[Li0.5Mn0.5]Mn2O4,Li,0.5,0.98,90,1,2.05,0.217,6.647,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.344,0.09,-0.335,2.434,2.009,2.434
[Li0.75Mn0.25]Mn2O4,Li,0.75,0.98,90,1,2.05,0.217,6.647,Mn,0.25,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.393,-0.523,-0.661,1.87,1.732,1.87
[Na0.25Mn0.75]Mn2O4,Na,0.25,0.93,116,1,2.2,0.145,6.925,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.394,-0.287,0.7,1.107,2.094,2.094
[Na0.5Mn0.5]Mn2O4,Na,0.5,0.93,116,1,2.2,0.145,6.925,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.229,-0.318,0.878,0.911,2.107,2.107
[Na0.75Mn0.25]Mn2O4,Na,0.75,0.93,116,1,2.2,0.145,6.925,Mn,0.25,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.28,-0.603,1.031,0.677,2.311,2.311
[Mg0.25Mn0.75]Mn2O4,Mg,0.25,1.31,86,2,2,2.939,10.736,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.701,-0.467,0.172,2.234,2.873,2.873
[Mg0.5Mn0.5]Mn2O4,Mg,0.5,1.31,86,2,2,2.939,10.736,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.506,-0.447,0.765,2.059,3.271,3.271
[Mg0.75Mn0.25]Mn2O4,Mg,0.75,1.31,86,2,2,2.939,10.736,Mn,0.25,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.171,-0.245,0.195,1.926,2.366,2.366
[Al0.25Mn0.75]Mn2O4,Al,0.25,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-3.439,-1.009,-0.64,2.43,2.799,2.799
[Al0.5Mn0.5]Mn2O4,Al,0.5,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-3.256,-0.765,-0.74,2.491,2.516,2.516
AlMn2O4,Al,1,1.61,67.5,3,1.9,-3.361,6.146,0,0,0,0,0,0,0,0,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-2.575,0.027,0.269,2.602,2.844,2.844
[Ti0.25Mn0.75]Mn2O4,Ti,0.25,1.54,100,4,2.8,-4.853,0.97,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-3.334,-0.793,-0.816,2.541,2.518,2.541
[Ti0.5Mn0.5]Mn2O4,Ti,0.5,1.54,100,4,2.8,-4.853,0.97,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-3.204,-0.408,-0.375,2.796,2.829,2.829
[V0.25Mn0.75]Mn2O4,V,0.25,1.63,93,5,2.7,-5.036,-0.265,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-3.509,-1.08,-1.461,2.429,2.048,2.429
[V0.5Mn0.5]Mn2O4,V,0.5,1.63,93,5,2.7,-5.036,-0.265,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-3.394,-0.548,-0.857,2.846,2.537,2.846
[Fe0.25Mn0.75]Mn2O4,Fe,0.25,1.83,75,8,2.3,-1.609,-1.195,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.815,-0.482,0.282,1.333,2.097,2.097
[Fe0.5Mn0.5]Mn2O4,Fe,0.5,1.83,75,8,2.3,-1.609,-1.195,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.761,-0.34,-0.044,1.421,1.717,1.717
[Co0.25Mn0.75]Mn2O4,Co,0.25,1.88,79,9,2.3,-0.56,-1.206,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.648,-0.212,-0.001,1.436,1.647,1.647
[Co0.5Mn0.5]Mn2O4,Co,0.5,1.88,79,9,2.3,-0.56,-1.206,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.763,-0.395,-0.797,1.368,0.966,1.368
[Co0.75Mn0.25]Mn2O4,Co,0.75,1.88,79,9,2.3,-0.56,-1.206,Mn,0.25,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.964,-0.603,-1.347,1.361,0.617,1.361
[Ni0.25Mn0.75]Mn2O4,Ni,0.25,1.92,83,10,2.3,0.212,-2.225,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.771,-0.411,-0.347,1.36,1.424,1.424
[Ni0.5Mn0.5]Mn2O4,Ni,0.5,1.92,83,10,2.3,0.212,-2.225,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.789,-0.374,-1.748,1.415,0.041,1.415
[Cu0.25Mn0.75]Mn2O4,Cu,0.25,1.9,87,11,2.3,-0.862,-1.896,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.759,-0.299,0.409,1.46,2.168,2.168
[Cu0.5Mn0.5]Mn2O4,Cu,0.5,1.9,87,11,2.3,-0.862,-1.896,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.861,-0.509,-0.795,1.352,1.066,1.352
[Cu0.75Mn0.25]Mn2O4,Cu,0.75,1.9,87,11,2.3,-0.862,-1.896,Mn,0.25,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.964,-0.603,-1.347,1.361,0.617,1.361
[Zn0.25Mn0.75]Mn2O4,Zn,0.25,1.65,88,12,2.3,-0.106,-5.304,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.658,-0.337,-0.601,1.321,1.057,1.321
[Zn0.5Mn0.5]Mn2O4,Zn,0.5,1.65,88,12,2.3,-0.106,-5.304,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.754,-0.339,-3.096,1.415,1.342,1.415
[Zn0.75Mn0.25]Mn2O4,Zn,0.75,1.65,88,12,2.3,-0.106,-5.304,Mn,0.25,1.55,81,7,2.3,-0.666,1.014,Mn,2,1.55,72,7,2.3,-0.687,0.532,0,0,0,0,0,0,0,0,-1.796,-0.47,-5.144,1.326,3.348,3.348
Mn[Li0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Li,0.25,0.98,90,1,2.05,0.88,8.847,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.845,-0.61,-0.111,2.235,2.734,2.734
Mn[Li0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Li,0.5,0.98,90,1,2.05,0.88,8.847,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.82,-1.273,0.038,1.547,2.858,2.858
Mn[Li0.75Mn1.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Li,0.75,0.98,90,1,2.05,0.88,8.847,Mn,1.25,1.55,72,7,2.3,-0.687,0.532,-1.974,-0.952,0.438,1.022,2.412,2.412
Mn[Na0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Na,0.25,0.93,116,1,2.2,0.411,8.014,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.806,-0.741,-0.004,2.065,2.802,2.802
Mn[Na0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Na,0.5,0.93,116,1,2.2,0.411,8.014,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.015,-0.606,0.484,1.409,2.499,2.499
Mn[Na0.75Mn1.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Na,0.75,0.93,116,1,2.2,0.411,8.014,Mn,1.25,1.55,72,7,2.3,-0.687,0.532,-1.558,-0.686,0.615,0.872,2.173,2.173
Mn[Mg0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Mg,0.25,1.31,86,2,2,3.538,11.543,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.726,-0.548,0.184,2.178,2.91,2.91
Mn[Mg0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Mg,0.5,1.31,86,2,2,3.538,11.543,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.657,-0.719,0.258,1.938,2.915,2.915
Mn[Mg0.75Mn1.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Mg,0.75,1.31,86,2,2,3.538,11.543,Mn,1.25,1.55,72,7,2.3,-0.687,0.532,-2.327,-1.086,0.359,1.241,2.686,2.686
Mn[Al0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,0.25,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.872,-0.603,0.01,2.269,2.882,2.882
Mn[Al0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,0.5,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.732,-0.656,0.254,2.076,2.986,2.986
Mn[Al0.75Mn1.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,0.75,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.25,1.55,72,7,2.3,-0.687,0.532,-2.241,-0.294,0.679,1.947,2.92,2.92
Mn[AlMn]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,1,1.61,67.5,3,1.9,-2.475,6.49,Mn,1,1.55,72,7,2.3,-0.687,0.532,-2.225,-0.197,0.773,2.028,2.998,2.998
Mn[Al1.25Mn0.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,1.25,1.61,67.5,3,1.9,-2.475,6.49,Mn,0.75,1.55,72,7,2.3,-0.687,0.532,-2.43,-0.578,0.931,1.852,3.361,3.361
Mn[Al1.5Mn0.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,1.5,1.61,67.5,3,1.9,-2.475,6.49,Mn,0.5,1.55,72,7,2.3,-0.687,0.532,-2.197,-0.494,1.267,1.703,3.464,3.464
Mn[Al1.75Mn0.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,1.75,1.61,67.5,3,1.9,-2.475,6.49,Mn,0.25,1.55,72,7,2.3,-0.687,0.532,-2.294,-0.114,0.851,2.18,3.145,3.145
Mn[Al2]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Al,2,1.61,67.5,3,1.9,-2.475,6.49,0,0,0,0,0,0,0,0,-2.372,-2.436,0.744,0.064,3.116,3.116
Mn[Ti0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ti,0.25,1.54,81,4,2.8,-4.571,1.261,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-3.489,-1.055,-0.618,2.434,2.871,2.871
Mn[Ti0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ti,0.5,1.54,81,4,2.8,-4.571,1.261,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-3.303,-0.553,-0.571,2.75,2.732,2.75
Mn[TiMn]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ti,1,1.54,81,4,2.8,-4.571,1.261,Mn,1,1.55,72,7,2.3,-0.687,0.532,-3.145,0.057,-0.33,3.202,2.815,3.202
Mn[Ti2]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ti,2,1.54,81,4,2.8,-4.571,1.261,0,0,0,0,0,0,0,0,-3.507,-3.613,0.008,0.106,3.515,3.515
Mn[V0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,V,0.25,1.63,78,5,2.7,-5.052,0.264,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-3.427,-0.987,-0.901,2.44,2.526,2.526
Mn[V0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,V,0.5,1.63,78,5,2.7,-5.052,0.264,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.72,-0.138,0.035,2.582,2.755,2.755
Mn[Fe0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Fe,0.25,1.83,69,8,2.3,-2.231,-2.167,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-1.763,-0.503,0.707,1.26,2.47,2.47
Mn[Fe0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Fe,0.5,1.83,69,8,2.3,-2.231,-2.167,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-1.742,-1.137,0.531,0.605,2.273,2.273
Mn[FeMn]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Fe,1,1.83,69,8,2.3,-2.231,-2.167,Mn,1,1.55,72,7,2.3,-0.687,0.532,-1.665,-1.252,0.569,0.413,2.234,2.234
Mn[Co0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-1.806,0.554,-0.504,2.36,1.302,2.36
Mn[Co0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Co,0.5,1.88,68.5,9,2.3,-0.351,-1.176,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-1.984,-0.815,0.537,1.169,2.521,2.521
Mn[Co0.75Mn1.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Co,0.75,1.88,68.5,9,2.3,-0.351,-1.176,Mn,1.25,1.55,72,7,2.3,-0.687,0.532,-1.807,-0.933,0.716,0.874,2.523,2.523
Mn[CoMn]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Co,1,1.88,68.5,9,2.3,-0.351,-1.176,Mn,1,1.55,72,7,2.3,-0.687,0.532,-1.739,-1.084,0.634,0.655,2.373,2.373
Mn[Ni0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ni,0.25,1.92,70,10,2.3,0.375,-2.236,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-1.752,-0.769,0.736,0.983,2.488,2.488
Mn[Ni0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ni,0.5,1.92,70,10,2.3,0.375,-2.236,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-1.874,-1.205,0.436,0.669,2.31,2.31
Mn[NiMn]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Ni,1,1.92,70,10,2.3,0.375,-2.236,Mn,1,1.55,72,7,2.3,-0.687,0.532,-1.636,-2.042,0.819,0.406,2.455,2.455
Mn[Cu0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Cu,0.25,1.9,87,11,2.3,-0.525,-1.828,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-1.639,-0.551,0.719,1.088,2.358,2.358
Mn[Cu0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Cu,0.5,1.9,87,11,2.3,-0.525,-1.828,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-1.747,-0.815,0.418,0.932,2.165,2.165
Mn[Zn0.25Mn1.75]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Zn,0.25,1.65,88,12,2.3,0.601,-6.057,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.336,-1.112,0.384,1.224,2.72,2.72
Mn[Zn0.5Mn1.5]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Zn,0.5,1.65,88,12,2.3,0.601,-6.057,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.501,-2.174,0.337,0.327,2.838,2.838
Mn[Zn0.75Mn1.25]O4,Mn,1,1.55,81,7,2.3,-0.666,1.014,0,0,0,0,0,0,0,0,Zn,0.75,1.65,88,12,2.3,0.601,-6.057,Mn,1.25,1.55,72,7,2.3,-0.687,0.532,-1.882,-3.249,0.543,1.367,2.425,2.425
[Li0.25Mn0.75][Li0.25Mn1.75]O4,Li,0.25,0.98,90,1,2.05,0.217,6.647,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Li,0.25,0.98,90,1,2.05,0.88,8.847,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.844,-1.142,-0.284,1.702,2.56,2.56
[Li0.25Mn0.75][Li0.5Mn1.5]O4,Li,0.25,0.98,90,1,2.05,0.217,6.647,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Li,0.5,0.98,90,1,2.05,0.88,8.847,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.318,-1.076,0.192,1.242,2.51,2.51
[Li0.5Mn0.5][Li0.25Mn1.75]O4,Li,0.5,0.98,90,1,2.05,0.217,6.647,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Li,0.25,0.98,90,1,2.05,0.88,8.847,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.553,-1.45,0.932,1.103,3.485,3.485
[Na0.25Mn0.75][Na0.25Mn1.75]O4,Na,0.25,0.93,116,1,2.2,0.145,6.925,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Na,0.25,0.93,116,1,2.2,0.411,8.014,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.535,-0.876,0.079,1.659,2.614,2.614
[Na0.25Mn0.75][Na0.5Mn1.5]O4,Na,0.25,0.93,116,1,2.2,0.145,6.925,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Na,0.5,0.93,116,1,2.2,0.411,8.014,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.205,-0.833,0.459,1.372,2.664,2.664
[Na0.5Mn0.5][Na0.25Mn1.75]O4,Na,0.5,0.93,116,1,2.2,0.145,6.925,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Na,0.25,0.93,116,1,2.2,0.411,8.014,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-1.934,-0.547,0.78,1.387,2.714,2.714
[Mg0.25Mn0.75][Mg0.25Mn1.75]O4,Mg,0.25,1.31,86,2,2,2.939,10.736,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mg,0.25,1.31,86,2,2,3.538,11.543,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.434,-0.339,0.462,2.095,2.896,2.896
[Mg0.25Mn0.75][Mg0.5Mn1.5]O4,Mg,0.25,1.31,86,2,2,2.939,10.736,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Mg,0.5,1.31,86,2,2,3.538,11.543,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.489,-0.814,0.201,1.675,2.69,2.69
[Mg0.5Mn0.5][Mg0.25Mn1.75]O4,Mg,0.5,1.31,86,2,2,2.939,10.736,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Mg,0.25,1.31,86,2,2,3.538,11.543,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.175,-0.241,0.455,1.934,2.63,2.63
[Al0.25Mn0.75][Al0.25Mn1.75]O4,Al,0.25,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Al,0.25,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-3.207,-0.736,-0.348,2.471,2.859,2.859
[Al0.25Mn0.75][Al0.5Mn1.5]O4,Al,0.25,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Al,0.5,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-3.075,-0.786,-0.265,2.289,2.81,2.81
[Al0.5Mn0.5][Al0.25Mn1.75]O4,Al,0.5,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Al,0.25,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-3.065,-0.576,0.002,2.489,3.067,3.067
[Al0.5Mn0.5][Al0.5Mn1.5]O4,Al,0.5,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.5,1.55,81,7,2.3,-0.666,1.014,Al,0.5,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.86,-0.451,0.37,2.409,3.23,3.23
[Al0.25Mn0.75][Fe0.5Mn1.5]O4,Al,0.25,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Fe,0.5,1.83,69,8,2.3,-2.231,-2.167,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-3.243,-1.202,-0.363,2.041,2.88,2.88
[Al0.25Mn0.75][Co0.25Mn1.75]O4,Al,0.25,1.61,67.5,3,1.9,-3.361,6.146,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-3.024,-0.642,-0.096,2.382,2.928,2.928
[Ti0.25Mn0.75][Al0.25Mn1.75]O4,Ti,0.25,1.54,100,4,2.8,-4.853,0.97,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Al,0.25,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-3.269,-0.635,-0.287,2.634,2.982,2.982
[Ti0.25Mn0.75][Ti0.25Mn1.75]O4,Ti,0.25,1.54,100,4,2.8,-4.853,0.97,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Ti,0.25,1.54,81,4,2.8,-4.571,1.261,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.847,-0.199,-0.045,2.648,2.802,2.802
[Ti0.25Mn0.75][Ti0.5Mn1.5]O4,Ti,0.25,1.54,100,4,2.8,-4.853,0.97,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Ti,0.5,1.54,81,4,2.8,-4.571,1.261,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-3.158,-0.11,-0.36,3.048,2.798,3.048
[Ti0.25Mn0.75][Co0.25Mn1.75]O4,Ti,0.25,1.54,100,4,2.8,-4.853,0.97,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.513,-0.742,0.51,1.771,3.023,3.023
[Ti0.25Mn0.75][Ni0.25Mn1.75]O4,Ti,0.25,1.54,100,4,2.8,-4.853,0.97,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Ni,0.25,1.92,70,10,2.3,0.375,-2.236,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.592,-0.704,0.257,1.888,2.849,2.849
[Fe0.25Mn0.75][Al0.25Al1.75]O4,Fe,0.25,1.83,75,8,2.3,-1.609,-1.195,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Al,0.25,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,-2.927,-0.624,-0.435,2.303,2.492,2.492
[Fe0.25Mn0.75][Al0.5Mn1.5]O4,Fe,0.25,1.83,75,8,2.3,-1.609,-1.195,Mn,0.75,1.55,81,7,2.3,-0.666,1.014,Al,0.5,1.61,67.5,3,1.9,-2.475,6.49,Mn,1.5,1.55,72,7,2.3,-0.687,0.532,-2.75,-0.539,-0.143,2.211,2.607,2.607
